Video_ID,Publish_Date,Video_Category,Audience_Geography,Views,Watch_Hours,Avg_View_Duration_sec,Likes,Comments,Shares,Adsense_Revenue_USD,Sponsor_Brand,Sponsor_Payout_USD,Agency_Fee_Percent,Total_Video_Revenue_USD,Agency_Earnings_USD
VID_76846,2025-05-01,Personal Finance,US,53378.0,4241.319831856554,200,1108,226,73,273.5573903376337,TechNova,1500.0,15.0,1773.5573903376337,225.0
VID_33888,2025-07-11,Data Analytics,US,54420.0,3299.1520652102977,160,1523,236,197,595.01872310071,No Sponsor,0.0,20.0,595.01872310071,0.0
VID_23786,2024-09-12,Personal Finance,US,58858.0,2161.847660841456,370,1728,370,36,767.0672090814179,NordVPN,2500.0,15.0,3267.067209081418,375.0
VID_40268,2025-09-03,Tech Review,UK,36459.0,2880.024429155288,241,592,428,36,167.27873432723544,No Sponsor,1500.0,20.0,1667.2787343272355,300.0
VID_94973,2025-01-17,AI Tools,US,39423.0,3907.72879641808,447,1213,345,131,653.7939818133076,No Sponsor,1500.0,15.0,2153.7939818133077,225.0
VID_34879,2025-09-16,Coding,Australia,28094.0,3312.9328035578683,307,4522,61,16,421.2005864441066,No Sponsor,1500.0,0.0,1921.2005864441066,0.0
VID_19629,2025-05-07,Coding,US,47651.0,3202.176878751301,368,3152,315,72,575.3185639255142,TechNova,0.0,0.0,575.3185639255142,0.0
VID_86168,2025-02-04,AI Tools,Australia,40072.0,2275.8417404569213,194,2152,50,122,169.7062904914288,No Sponsor,0.0,15.0,169.7062904914288,0.0
VID_54199,2024-04-28,Tech Review,US,22633.0,3519.027729468088,129,4226,427,78,305.56951355327146,No Sponsor,5000.0,0.0,5305.5695135532715,0.0
VID_70070,2024-03-05,Data Analytics,UK,71566.0,1399.2900543995827,409,2473,95,173,648.927764541214,No Sponsor,0.0,20.0,648.927764541214,0.0
VID_88514,2024-01-09,Tech Review,US,54333.0,4227.339848540561,156,1919,213,154,155.2796357241928,NordVPN,2500.0,0.0,2655.2796357241928,0.0
VID_61124,2024-10-08,AI Tools,UK,40739.0,3440.7341219799578,417,2037,256,113,465.5226340509618,No Sponsor,1500.0,15.0,1965.5226340509619,225.0
VID_69111,2025-02-19,Tech Review,US,61735.0,1431.2706006029644,444,1162,155,124,459.0105634408278,No Sponsor,2500.0,15.0,2959.010563440828,375.0
VID_40628,2024-05-03,Tech Review,Australia,38994.0,4138.597244978257,371,4209,55,95,106.53463589967352,DataCamp,5000.0,15.0,5106.534635899674,750.0
VID_66939,2025-11-03,Data Analytics,Canada,50735.0,4042.420288878068,383,1907,132,26,686.5050931498837,TechNova,0.0,0.0,686.5050931498837,0.0
VID_62176,2025-05-22,Data Analytics,Australia,64645.0,3908.1843617984505,189,1238,103,98,66.61088233962235,NordVPN,0.0,15.0,66.61088233962235,0.0
VID_45596,2025-02-23,Tech Review,Canada,41910.0,1584.0084899238643,448,3515,387,64,167.85468793377078,No Sponsor,5000.0,0.0,5167.854687933771,0.0
VID_85682,2025-03-01,Coding,Canada,50107.0,4511.390855214178,328,4289,98,35,192.30762612044555,TechNova,5000.0,20.0,5192.307626120446,1000.0
VID_48214,2025-08-16,Data Analytics,US,59860.0,1311.4218077228693,179,1309,442,56,604.8598097178531,No Sponsor,5000.0,15.0,5604.859809717853,750.0
VID_28711,2025-09-13,Data Analytics,UK,71634.0,1380.182852965825,317,1577,218,63,652.7103755557014,No Sponsor,1500.0,20.0,2152.7103755557014,300.0
VID_75512,2024-11-26,Coding,US,49134.0,3697.194789610439,177,2432,399,153,584.2383598944384,No Sponsor,0.0,0.0,584.2383598944384,0.0
VID_24764,2025-05-26,AI Tools,US,58561.0,3471.4260350020736,314,2473,372,104,609.0864057742839,No Sponsor,5000.0,15.0,5609.086405774284,750.0
VID_36470,2025-12-27,Tech Review,US,60567.0,4297.901307289008,161,3909,162,137,237.8008035444277,No Sponsor,2500.0,20.0,2737.8008035444277,500.0
VID_74280,2024-08-20,Coding,Canada,49023.0,3381.233737381277,330,4367,360,51,747.387696988134,No Sponsor,2500.0,20.0,3247.387696988134,500.0
VID_69922,2025-10-29,Data Analytics,US,42544.0,1233.519171703437,308,4263,388,96,152.0781372677605,No Sponsor,0.0,0.0,152.0781372677605,0.0
VID_50784,2024-05-12,AI Tools,Australia,60598.0,3890.612472185822,235,3430,475,63,764.0349012542742,No Sponsor,2500.0,15.0,3264.0349012542742,375.0
VID_88361,2024-05-25,Coding,US,47712.0,4328.346782804438,442,4248,423,33,106.46014038645156,TechNova,0.0,20.0,106.46014038645156,0.0
VID_70574,2025-11-27,Coding,US,37918.0,4935.984103983054,164,3172,260,41,371.3316777876274,No Sponsor,0.0,15.0,371.3316777876274,0.0
VID_49581,2025-07-24,Coding,UK,55767.0,4917.46704011057,360,2313,459,186,238.0887499180249,No Sponsor,2500.0,15.0,2738.088749918025,375.0
VID_93106,2024-03-19,Coding,US,54671.0,2031.0782563842183,132,2301,68,50,194.3650542328777,No Sponsor,0.0,0.0,194.3650542328777,0.0
VID_52324,2025-06-26,Personal Finance,US,41769.0,4224.699646559804,418,1098,466,81,581.5076308648415,No Sponsor,0.0,20.0,581.5076308648415,0.0
VID_45087,2024-05-14,Data Analytics,UK,68509.0,2159.312900094262,452,4397,378,53,362.7081733266756,No Sponsor,1500.0,20.0,1862.7081733266755,300.0
VID_76916,2024-01-01,AI Tools,US,41012.0,1410.188395054587,469,4018,130,144,668.3998291653627,No Sponsor,5000.0,0.0,5668.3998291653625,0.0
VID_97923,2024-04-29,Coding,US,49120.0,2420.064218052174,272,2767,122,27,248.81997600076787,No Sponsor,5000.0,20.0,5248.819976000768,1000.0
VID_87500,2025-11-15,Tech Review,Canada,55427.0,3239.986216368144,448,3132,95,152,368.9751634545533,NordVPN,2500.0,0.0,2868.9751634545532,0.0
VID_55274,2024-08-23,AI Tools,US,71000.0,4322.859513522822,174,1530,142,190,736.2937732740141,No Sponsor,2500.0,20.0,3236.2937732740143,500.0
VID_97362,2025-04-12,Personal Finance,Canada,57632.0,2983.4624563888583,367,4471,161,20,313.7325413111332,No Sponsor,0.0,0.0,313.7325413111332,0.0
VID_23092,2025-05-29,Coding,Canada,42442.0,3871.077843760031,285,709,180,10,650.0368039578894,No Sponsor,5000.0,0.0,5650.03680395789,0.0
VID_17904,2024-01-27,Coding,UK,67532.0,4394.0519770115125,408,3121,58,106,406.4727637376144,No Sponsor,2500.0,20.0,2906.4727637376145,500.0
VID_26856,2025-01-31,AI Tools,US,39853.0,3440.8489966691864,331,1284,436,33,263.16465861366265,No Sponsor,2500.0,15.0,2763.1646586136626,375.0
VID_31933,2025-11-24,Data Analytics,Australia,33899.0,3674.380204839284,454,1711,409,156,552.6850381051397,No Sponsor,0.0,0.0,552.6850381051397,0.0
VID_32568,2025-12-28,Personal Finance,US,50043.0,3151.7786056663963,354,3098,409,53,167.82568009636947,No Sponsor,2500.0,15.0,2667.8256800963695,375.0
VID_64782,2025-12-07,Tech Review,US,54093.0,3593.924371173377,234,3599,415,54,446.39247421634735,No Sponsor,5000.0,20.0,5446.392474216347,1000.0
VID_83210,2025-01-10,Personal Finance,US,51664.0,2251.250758173729,376,4339,268,187,626.6384195298599,No Sponsor,0.0,15.0,626.6384195298599,0.0
VID_71914,2024-04-15,Data Analytics,US,80455.0,1578.8104212252124,355,1954,76,81,309.42731068646617,NordVPN,0.0,0.0,309.42731068646617,0.0
VID_33673,2024-01-09,Tech Review,India,64874.0,2541.956564498377,210,1650,72,176,103.65720462283907,No Sponsor,2500.0,15.0,2603.657204622839,375.0
VID_80687,2025-02-03,Tech Review,US,68255.0,3674.878550686998,209,2999,90,106,59.81997970323253,DataCamp,1500.0,15.0,1559.8199797032325,225.0
VID_91283,2025-08-02,Personal Finance,US,51988.0,2524.0845027989726,434,848,448,69,721.7921645021356,No Sponsor,2500.0,20.0,3221.7921645021356,500.0
VID_12513,2024-10-28,Data Analytics,Australia,25516.0,4499.070379684557,321,3516,441,67,784.8956333649481,No Sponsor,5000.0,0.0,5784.8956333649485,0.0
VID_83746,2025-08-28,Coding,India,37944.0,2433.012755978952,268,3148,372,34,427.7302021403251,No Sponsor,0.0,20.0,427.7302021403251,0.0
VID_51951,2024-05-21,Tech Review,Australia,56184.0,2467.9663928187274,456,3575,488,36,730.6993969914654,TechNova,5000.0,0.0,5730.699396991466,0.0
VID_54187,2024-02-19,Tech Review,US,59138.0,2344.32524099705,303,1489,120,191,649.6443617315398,No Sponsor,0.0,15.0,649.6443617315398,0.0
VID_19284,2024-06-03,Coding,Australia,49128.0,2449.0113287495565,193,3298,203,13,637.4737299215336,No Sponsor,5000.0,0.0,5637.473729921534,0.0
VID_22327,2025-07-20,Tech Review,US,34328.0,2594.6288930838427,170,2551,341,39,701.6388344195158,TechNova,1500.0,20.0,2201.6388344195157,300.0
VID_54625,2025-11-29,Coding,US,28398.0,1033.9773057341563,216,4275,147,102,87.56114843747513,TechNova,2500.0,15.0,2587.561148437475,375.0
VID_28884,2025-01-10,AI Tools,Canada,26354.0,4746.696414629063,361,2358,276,125,743.6395850020317,TechNova,1500.0,15.0,2243.6395850020317,225.0
VID_95101,2025-10-06,Tech Review,US,46832.0,3584.434848476033,148,2516,496,197,651.1145996411265,No Sponsor,2500.0,0.0,3151.1145996411265,0.0
VID_23953,2024-03-06,Coding,India,53769.0,1803.4397103967908,319,3070,136,154,256.1152958749352,No Sponsor,0.0,15.0,256.1152958749352,0.0
VID_51641,2025-10-30,AI Tools,US,64805.0,4116.990204525537,325,1651,378,84,725.916408034518,DataCamp,5000.0,20.0,5725.916408034518,1000.0
VID_49153,2025-01-15,Coding,India,31310.0,3720.5724740662154,215,1129,177,170,531.770186383645,No Sponsor,1500.0,15.0,2031.770186383645,225.0
VID_87037,2025-11-09,Data Analytics,India,43573.0,4945.298758655687,409,2124,314,81,751.5723874141698,No Sponsor,1500.0,0.0,2251.57238741417,0.0
VID_96762,2025-04-17,Coding,US,44412.0,4929.347796632896,368,3850,97,137,769.1207708571764,TechNova,0.0,0.0,769.1207708571764,0.0
VID_53962,2024-04-30,AI Tools,US,73385.0,3186.977716864565,219,4295,395,54,181.23707692730812,TechNova,1500.0,15.0,1681.2370769273082,225.0
VID_38355,2024-02-22,Tech Review,US,57046.0,4090.760227904479,221,2565,253,190,73.94276229600072,No Sponsor,0.0,15.0,73.94276229600072,0.0
VID_80206,2025-08-10,Personal Finance,US,48310.0,2138.99569742573,195,4117,375,102,745.5634734314866,No Sponsor,1500.0,15.0,2245.5634734314867,225.0
VID_69395,2024-09-01,Data Analytics,US,54486.0,4231.773926257611,421,528,389,22,102.42619800428076,No Sponsor,2500.0,20.0,2602.4261980042806,500.0
VID_64606,2024-09-05,Personal Finance,US,46541.0,4956.463209756914,400,2152,205,84,293.42253994604835,No Sponsor,2500.0,15.0,2793.4225399460483,375.0
VID_81959,2025-10-24,Tech Review,US,55282.0,2030.7999496016987,189,3392,483,163,614.1462795431601,No Sponsor,1500.0,20.0,2114.14627954316,300.0
VID_89674,2024-06-12,Coding,US,43034.0,1519.2730554019831,312,4524,115,81,57.69802762982155,No Sponsor,0.0,0.0,57.69802762982155,0.0
VID_10953,2024-06-21,Tech Review,US,55121.0,4364.32668077999,440,2081,197,139,695.6041949278632,No Sponsor,2500.0,20.0,3195.6041949278633,500.0
VID_89381,2024-01-27,Tech Review,Canada,41939.0,2505.694016641137,337,930,342,96,578.4578270222879,TechNova,5000.0,20.0,5578.457827022288,1000.0
VID_30741,2025-03-17,Coding,US,67630.0,2338.055173369786,351,3586,172,34,337.8799381397378,NordVPN,1500.0,15.0,1837.8799381397378,225.0
VID_21217,2025-11-18,Personal Finance,UK,25650.0,4332.49617442191,176,2106,368,33,653.2647019917271,No Sponsor,5000.0,15.0,5653.264701991727,750.0
VID_39659,2024-05-10,Data Analytics,Canada,57762.0,4436.6595339026735,477,4955,493,148,596.3458334740357,DataCamp,2500.0,0.0,3096.3458334740358,0.0
VID_89612,2024-12-12,Data Analytics,UK,43255.0,2868.6568848360803,243,3103,426,26,400.833813937505,No Sponsor,1500.0,15.0,1900.833813937505,225.0
VID_61240,2024-07-23,Tech Review,US,84892.0,4165.049211958118,262,2855,244,155,148.32616979710394,DataCamp,0.0,0.0,148.32616979710394,0.0
VID_79941,2024-04-12,Data Analytics,Australia,54164.0,1300.8276623143556,290,4988,90,184,286.6317846777253,No Sponsor,1500.0,0.0,1786.6317846777254,0.0
VID_28870,2024-02-13,AI Tools,US,25389.0,4564.817143771386,320,838,311,32,704.4663506905611,No Sponsor,0.0,15.0,704.4663506905611,0.0
VID_30984,2026-01-10,AI Tools,US,74760.0,3893.596542774112,377,4028,319,160,209.99614908571183,No Sponsor,2500.0,0.0,2709.9961490857117,0.0
VID_25010,2025-08-24,AI Tools,US,36788.0,3148.1313088830484,132,4973,488,165,286.2871389222022,No Sponsor,0.0,0.0,286.2871389222022,0.0
VID_80974,2024-04-22,Personal Finance,US,60533.0,4101.032003821878,256,860,76,52,597.2857035342228,No Sponsor,2500.0,15.0,3097.2857035342226,375.0
VID_59610,2025-06-19,AI Tools,US,45799.0,1394.8085452584914,360,606,171,118,434.0667770944476,No Sponsor,5000.0,20.0,5434.066777094447,1000.0
VID_22147,2025-09-23,AI Tools,US,60521.0,1382.9285342898845,402,681,197,123,459.68870289876696,No Sponsor,1500.0,20.0,1959.688702898767,300.0
VID_68441,2025-08-15,Coding,US,44386.0,1937.9746328681467,409,1061,344,151,433.91562214861113,No Sponsor,1500.0,0.0,1933.9156221486112,0.0
VID_92447,2025-09-11,Coding,US,72928.0,2561.9638775080693,274,2468,76,69,490.7075247095708,No Sponsor,0.0,0.0,490.7075247095708,0.0
VID_22316,2024-04-17,AI Tools,US,65500.0,2733.1741093527557,343,1401,225,176,505.7914425825391,No Sponsor,0.0,20.0,505.7914425825391,0.0
VID_18893,2026-01-04,AI Tools,US,55611.0,2955.2412805176937,398,4850,155,52,156.94026474722287,No Sponsor,1500.0,0.0,1656.940264747223,0.0
VID_18739,2024-05-05,Coding,US,57646.0,1244.9764055695236,264,4881,190,169,363.5601593318727,No Sponsor,0.0,20.0,363.5601593318727,0.0
VID_41554,2025-06-18,Data Analytics,US,58964.0,2813.559885810382,170,2096,374,131,427.2829173192648,TechNova,5000.0,20.0,5427.282917319265,1000.0
VID_40491,2025-03-23,Personal Finance,US,48479.0,3029.2662431610115,403,3616,411,178,594.4579592696343,n8n,1500.0,0.0,2094.4579592696346,0.0
VID_63646,2024-09-10,AI Tools,India,61926.0,2180.428188953372,470,3158,369,33,507.2145724750067,No Sponsor,1500.0,20.0,2007.2145724750067,300.0
VID_37013,2024-10-04,Personal Finance,US,57500.0,1075.9469390108452,413,3344,150,103,365.8240907255065,No Sponsor,5000.0,0.0,5365.824090725507,0.0
VID_83773,2024-05-21,Data Analytics,India,66958.0,1666.774576473516,366,1296,58,124,382.1912331821383,No Sponsor,5000.0,0.0,5382.191233182139,0.0
VID_39499,2025-01-10,Data Analytics,US,37020.0,3132.5772739493545,469,1577,446,121,767.3160191033874,No Sponsor,2500.0,0.0,3267.3160191033876,0.0
VID_91621,2025-11-12,Tech Review,US,40736.0,2296.9411066152206,155,2453,349,15,450.0695544375531,NordVPN,0.0,15.0,450.0695544375531,0.0
VID_74704,2025-08-25,Personal Finance,US,65654.0,2487.398527342073,386,2726,63,14,449.2466022555936,No Sponsor,2500.0,20.0,2949.2466022555936,500.0
VID_90269,2025-07-24,Data Analytics,Australia,45236.0,4700.970647777436,315,591,444,113,116.69822617990977,No Sponsor,2500.0,0.0,2616.69822617991,0.0
VID_21002,2025-01-02,Coding,US,72241.0,3134.397361776714,289,2161,121,11,388.6871113480732,No Sponsor,0.0,0.0,388.6871113480732,0.0
VID_18597,2024-07-01,Data Analytics,Australia,56192.0,2361.129193026508,415,4826,171,148,504.1618130836419,TechNova,0.0,20.0,504.1618130836419,0.0
VID_12628,2026-01-13,Tech Review,UK,16802.0,2036.593275522301,230,4776,253,135,660.106753162105,NordVPN,1500.0,0.0,2160.1067531621047,0.0
VID_67368,2025-11-10,Coding,US,37047.0,3098.430792165298,151,3347,337,144,154.1250854830177,TechNova,1500.0,15.0,1654.1250854830178,225.0
VID_86919,2025-08-12,Tech Review,US,71181.0,1342.083811049802,288,1023,168,156,692.3128198010444,No Sponsor,5000.0,15.0,5692.3128198010445,750.0
VID_67852,2024-07-13,Personal Finance,US,85282.0,2947.3428330040206,228,2593,292,93,144.57218355974797,TechNova,2500.0,15.0,2644.572183559748,375.0
VID_46882,2025-12-29,Data Analytics,India,40913.0,4963.427544823386,146,4797,124,23,227.5774102590074,No Sponsor,1500.0,15.0,1727.5774102590074,225.0
VID_63390,2025-02-16,Personal Finance,US,63301.0,1295.1724094517613,345,4941,205,120,691.6113447799778,No Sponsor,5000.0,20.0,5691.611344779978,1000.0
VID_47278,2024-05-08,Tech Review,US,61580.0,1654.545832854724,384,1831,61,57,227.796693289106,NordVPN,1500.0,0.0,1727.796693289106,0.0
VID_40742,2025-03-30,Coding,UK,18241.0,2283.7142842706357,225,908,90,183,196.28015667596316,TechNova,5000.0,0.0,5196.280156675964,0.0
VID_23848,2024-01-17,Coding,US,59463.0,3964.0742867687145,249,4970,261,182,242.4272413680562,No Sponsor,0.0,0.0,242.4272413680562,0.0
VID_37382,2024-09-30,Personal Finance,US,42260.0,1321.7680816978495,220,2858,257,112,287.0310808377273,TechNova,5000.0,15.0,5287.031080837727,750.0
VID_55730,2024-05-29,AI Tools,US,58626.0,1218.674292355641,302,3547,278,39,508.9414682502503,TechNova,2500.0,0.0,3008.94146825025,0.0
VID_36616,2025-07-01,Coding,UK,67354.0,4687.372610641792,455,3884,398,142,438.26621502157366,No Sponsor,2500.0,15.0,2938.2662150215738,375.0
VID_19786,2025-12-13,Personal Finance,US,60730.0,4772.397052072644,155,1507,255,24,706.927106233367,No Sponsor,2500.0,15.0,3206.927106233367,375.0
VID_87883,2024-07-19,Coding,US,33551.0,4826.846887969266,129,3761,360,130,366.9323342575109,No Sponsor,0.0,20.0,366.9323342575109,0.0
VID_42608,2025-04-01,Tech Review,Australia,52273.0,4038.559174356499,288,738,171,23,521.9749493608205,NordVPN,0.0,15.0,521.9749493608205,0.0
VID_82660,2024-03-29,Data Analytics,US,42281.0,1210.1695531054415,436,923,464,44,196.1513556807154,n8n,5000.0,0.0,5196.151355680716,0.0
VID_96994,2024-09-12,Tech Review,Australia,55025.0,2228.1606865057565,397,1943,58,197,301.82531742768504,No Sponsor,1500.0,0.0,1801.8253174276851,0.0
VID_33033,2025-01-16,AI Tools,UK,57351.0,2692.0185031527126,317,2046,368,193,90.77600992597944,OpenClaw,2500.0,15.0,2590.7760099259795,375.0
VID_42831,2025-04-15,Tech Review,Australia,33615.0,2064.0110953729545,265,3369,93,128,497.8032654768084,DataCamp,0.0,0.0,497.8032654768084,0.0
VID_56704,2025-03-24,Data Analytics,UK,52971.0,4644.14171990523,154,4408,81,172,62.44321814594621,OpenClaw,0.0,0.0,62.44321814594621,0.0
VID_25666,2024-06-27,Data Analytics,US,58085.0,2237.1731358127136,142,1288,367,190,792.6895196624681,TechNova,2500.0,15.0,3292.6895196624682,375.0
VID_74241,2024-08-13,Personal Finance,US,62467.0,2109.263036390608,439,2329,59,124,175.65454554823071,TechNova,0.0,20.0,175.65454554823071,0.0
VID_14769,2025-07-17,  tech review  ,US,58706.0,4946.8361161480525,254,2040,122,49,713.0216041459302,No Sponsor,5000.0,0.0,5713.02160414593,0.0
VID_58993,2024-06-30,Personal Finance,US,36071.0,4172.4309511715455,408,4920,105,13,67.35640069750119,TechNova,5000.0,15.0,5067.356400697501,750.0
