Video_ID,Publish_Date,Video_Category,Audience_Geography,Views,Watch_Hours,Avg_View_Duration_sec,Likes,Comments,Shares,Adsense_Revenue_USD,Sponsor_Brand,Sponsor_Payout_USD,Agency_Fee_Percent
VID_10953,2024-06-21,Tech Review,US,55121.0,4364.32668077999,440,2081,197,139,695.6041949278632,,2500.0,20.0
VID_89381,2024-01-27,Tech Review,Canada,41939.0,2505.694016641137,337,930,342,96,578.4578270222879,TechNova,5000.0,20.0
VID_30741,2025-03-17,Coding,US,67630.0,2338.055173369786,351,3586,172,34,337.8799381397378,NordVPN,1500.0,15.0
VID_21217,2025-11-18,Personal Finance,UK,25650.0,4332.49617442191,176,2106,368,33,653.2647019917271,,5000.0,15.0
VID_39659,2024-05-10,Data Analytics,Canada,57762.0,4436.6595339026735,477,4955,493,148,596.3458334740357,DataCamp,2500.0,
VID_89612,2024-12-12,Data Analytics,UK,43255.0,2868.6568848360803,243,3103,426,26,400.833813937505,,1500.0,15.0
VID_61240,2024-07-23,Tech Review,US,84892.0,4165.049211958118,262,2855,244,155,148.32616979710394,DataCamp,,
VID_79941,2024-04-12,Data Analytics,Australia,54164.0,1300.8276623143556,290,4988,90,184,286.6317846777253,,1500.0,
VID_28870,2024-02-13,AI Tools,US,25389.0,4564.817143771386,320,838,311,32,704.4663506905611,,,15.0
VID_30984,2026-01-10,AI Tools,US,74760.0,3893.5965427741116,377,4028,319,160,209.99614908571183,,2500.0,
VID_25010,2025-08-24,AI Tools,US,36788.0,3148.1313088830484,132,4973,488,165,286.2871389222022,,,
VID_80974,2024-04-22,Personal Finance,US,60533.0,4101.032003821878,256,860,76,52,597.2857035342228,,2500.0,15.0
VID_59610,2025-06-19,AI Tools,US,45799.0,1394.8085452584914,360,606,171,118,434.0667770944476,,5000.0,20.0
VID_22147,2025-09-23,AI Tools,US,60521.0,1382.9285342898845,402,681,197,123,459.68870289876696,,1500.0,20.0
VID_68441,2025-08-15,Coding,US,44386.0,1937.9746328681467,409,1061,344,151,433.91562214861113,,1500.0,
VID_92447,2025-09-11,Coding,US,72928.0,2561.9638775080693,274,2468,76,69,490.7075247095708,,,
VID_22316,2024-04-17,AI Tools,US,65500.0,2733.1741093527553,343,1401,225,176,505.79144258253905,,,20.0
VID_18893,2026-01-04,AI Tools,US,55611.0,2955.2412805176937,398,4850,155,52,156.94026474722287,,1500.0,
VID_18739,2024-05-05,Coding,US,57646.0,1244.9764055695236,264,4881,190,169,363.5601593318727,,,20.0
VID_41554,2025-06-18,Data Analytics,US,58964.0,2813.559885810382,170,2096,374,131,427.28291731926475,TechNova,5000.0,20.0
VID_40491,2025-03-23,Personal Finance,US,48479.0,3029.2662431610115,403,3616,411,178,594.4579592696343,n8n,1500.0,
VID_63646,2024-09-10,AI Tools,India,61926.0,2180.4281889533722,470,3158,369,33,507.2145724750067,,1500.0,20.0
VID_37013,2024-10-04,Personal Finance,US,57500.0,1075.9469390108452,413,3344,150,103,365.8240907255065,,5000.0,
VID_83773,2024-05-21,Data Analytics,India,66958.0,1666.774576473516,366,1296,58,124,382.1912331821383,,5000.0,
VID_39499,2025-01-10,Data Analytics,US,37020.0,3132.5772739493545,469,1577,446,121,767.3160191033874,,2500.0,
VID_91621,2025-11-12,Tech Review,US,40736.0,2296.9411066152206,155,2453,349,15,450.0695544375531,NordVPN,,15.0
VID_74704,2025-08-25,Personal Finance,US,65654.0,2487.398527342073,386,2726,63,14,449.2466022555936,,2500.0,20.0
VID_90269,2025-07-24,Data Analytics,Australia,45236.0,4700.970647777436,315,591,444,113,116.69822617990975,,2500.0,
VID_21002,2025-01-02,Coding,US,72241.0,3134.397361776714,289,2161,121,11,388.6871113480732,,,
VID_18597,2024-07-01,Data Analytics,Australia,56192.0,2361.129193026508,415,4826,171,148,504.1618130836419,TechNova,,20.0
VID_12628,2026-01-13,Tech Review,UK,16802.0,2036.593275522301,230,4776,253,135,660.106753162105,NordVPN,1500.0,
VID_67368,2025-11-10,Coding,US,37047.0,3098.430792165298,151,3347,337,144,154.1250854830177,TechNova,1500.0,15.0
VID_86919,2025-08-12,Tech Review,US,71181.0,1342.083811049802,288,1023,168,156,692.3128198010444,,5000.0,15.0
VID_67852,2024-07-13,Personal Finance,US,85282.0,2947.3428330040206,228,2593,292,93,144.57218355974797,TechNova,2500.0,15.0
VID_46882,2025-12-29,Data Analytics,India,40913.0,4963.427544823386,146,4797,124,23,227.5774102590074,,1500.0,15.0
VID_63390,2025-02-16,Personal Finance,US,63301.0,1295.1724094517613,345,4941,205,120,691.6113447799778,,5000.0,20.0
VID_47278,2024-05-08,Tech Review,US,61580.0,1654.545832854724,384,1831,61,57,227.79669328910597,NordVPN,1500.0,
VID_40742,2025-03-30,Coding,UK,18241.0,2283.7142842706353,225,908,90,183,196.28015667596313,TechNova,5000.0,
VID_23848,2024-01-17,Coding,US,59463.0,3964.0742867687145,249,4970,261,182,242.4272413680562,,,
VID_37382,2024-09-30,Personal Finance,US,42260.0,1321.7680816978495,220,2858,257,112,287.0310808377273,TechNova,5000.0,15.0
VID_55730,2024-05-29,AI Tools,US,58626.0,1218.674292355641,302,3547,278,39,508.9414682502503,TechNova,2500.0,
VID_36616,2025-07-01,Coding,UK,67354.0,4687.372610641792,455,3884,398,142,438.26621502157366,,2500.0,15.0
VID_19786,2025-12-13,Personal Finance,US,60730.0,4772.397052072644,155,1507,255,24,706.927106233367,,2500.0,15.0
VID_87883,2024-07-19,Coding,US,33551.0,4826.846887969266,129,3761,360,130,366.9323342575109,,,20.0
VID_42608,2025-04-01,Tech Review,Australia,52273.0,4038.559174356499,288,738,171,23,521.9749493608205,NordVPN,,15.0
VID_82660,2024-03-29,Data Analytics,US,42281.0,1210.1695531054415,436,923,464,44,196.1513556807154,n8n,5000.0,
VID_96994,2024-09-12,Tech Review,Australia,55025.0,2228.1606865057565,397,1943,58,197,301.82531742768504,,1500.0,
VID_33033,2025-01-16,AI Tools,UK,57351.0,2692.0185031527126,317,2046,368,193,90.77600992597944,OpenClaw,2500.0,15.0
VID_42831,2025-04-15,Tech Review,Australia,33615.0,2064.0110953729545,265,3369,93,128,497.80326547680835,DataCamp,,
VID_56704,2025-03-24,Data Analytics,UK,52971.0,4644.14171990523,154,4408,81,172,62.443218145946204,OpenClaw,,
VID_25666,2024-06-27,Data Analytics,US,58085.0,2237.1731358127136,142,1288,367,190,792.6895196624681,TechNova,2500.0,15.0
VID_74241,2024-08-13,Personal Finance,US,62467.0,2109.2630363906073,439,2329,59,124,175.65454554823071,TechNova,,20.0
VID_14769,2025-07-17,  tech review  ,US,58706.0,4946.8361161480525,254,2040,122,49,713.0216041459302,,5000.0,
VID_58993,2024-06-30,Personal Finance,US,36071.0,4172.4309511715455,408,4920,105,13,67.35640069750119,TechNova,5000.0,15.0
VID_77616,2025-11-22,Coding,UK,58916.0,1486.9902984366886,212,2848,386,158,184.82143302074576,DataCamp,1500.0,
VID_40976,2024-11-25,Tech Review,US,70277.0,4894.91897606458,319,2269,116,155,78.47748513172085,DataCamp,1500.0,15.0
VID_76751,2025-01-31,AI Tools,US,47764.0,3497.1251451236303,125,3220,113,111,205.98246957543782,TechNova,2500.0,
VID_84372,2024-07-30,Coding,US,52142.0,3407.3755639798615,150,3035,227,185,667.4604914633089,DataCamp,5000.0,15.0
VID_10609,2024-11-01,Tech Review,India,44817.0,3874.0207227333663,463,866,117,195,480.48852005208187,OpenClaw,1500.0,
VID_76667,2025-02-09,Data Analytics,US,50369.0,2770.171451837444,303,2072,153,135,82.72158420610141,,2500.0,15.0
VID_17822,2024-05-21,Personal Finance,US,65620.0,4786.161114528208,399,4511,493,17,270.84511691169314,DataCamp,2500.0,15.0
VID_75817,2025-06-11,Tech Review,Australia,66291.0,4753.786364388945,423,2856,57,18,166.9855228951268,,,20.0
VID_79004,2024-07-03,Personal Finance,US,31672.0,4742.84293552907,351,1490,309,57,137.15093197575305,,5000.0,15.0
VID_87774,2025-09-12,Personal Finance,India,17309.0,3510.260592633368,272,2276,393,54,293.9774421238297,TechNova,5000.0,20.0
VID_44561,2025-09-16,AI Tools,US,78319.0,1798.1861387093604,275,1626,353,38,751.285072625223,,1500.0,15.0
VID_92932,2024-02-11,Personal Finance,India,39850.0,1931.4176420342033,145,4628,289,170,198.9413733890012,,2500.0,
VID_98926,2025-05-27,Coding,Australia,37664.0,2771.653099418969,415,1514,297,105,248.78119891342516,,2500.0,
VID_11774,2024-08-21,AI Tools,India,56530.0,4151.405663960797,272,2650,490,65,719.4448391269273,,2500.0,20.0
VID_55921,2024-05-17,AI Tools,Canada,32320.0,1380.7117697776162,435,1598,403,188,272.33513281628694,OpenClaw,5000.0,15.0
VID_52921,2024-06-27,AI Tools,India,38945.0,1898.9307070107882,244,2063,303,38,751.4625339035849,,5000.0,
VID_54063,2025-01-09,Coding,UK,60801.0,2429.1867121355726,342,4540,344,101,496.2010153236511,,,
VID_41538,2024-11-30,Coding,US,39066.0,1715.8811920144017,451,843,317,58,289.66946324196306,,1500.0,
VID_96661,2024-12-30,Data Analytics,Australia,45793.0,2234.9171931441497,445,3235,158,85,173.53221758496358,,,
VID_22586,2024-12-30,Tech Review,Canada,63591.0,4807.400584663861,340,3296,481,47,657.0331499429878,,5000.0,15.0
VID_78475,2025-02-26,Data Analytics,US,40738.0,4988.110546089902,462,1947,117,80,602.3367879684874,NordVPN,2500.0,15.0
VID_73864,2025-11-18,Data Analytics,US,,4460.7438740949,363,4672,401,81,568.0441734002379,,5000.0,20.0
VID_80615,2025-09-09,Data Analytics,US,39701.0,3339.2193314512515,405,2060,84,197,538.6313303328577,NordVPN,5000.0,15.0
VID_29185,2024-11-24,Coding,US,45248.0,2443.821352079084,121,2742,302,149,707.0839011235036,NordVPN,5000.0,15.0
VID_55713,2025-02-01,Personal Finance,UK,60395.0,2952.532429789426,380,1256,143,11,378.94989312860116,,5000.0,
VID_80154,2025-08-06,Coding,US,63488.0,1614.147137187646,128,3553,114,169,419.3850888764559,NordVPN,5000.0,15.0
VID_43514,2025-04-30,AI Tools,US,39712.0,3743.332068431523,330,1016,181,65,264.10619870286905,TechNova,2500.0,15.0
VID_71871,2024-08-29,Tech Review,UK,51282.0,1839.4758377858639,239,4733,327,71,710.7866794634734,TechNova,2500.0,
VID_16655,2025-07-14,AI Tools,US,62717.0,4892.912083085466,361,1412,410,76,662.7170130214124,NordVPN,5000.0,20.0
VID_76275,2025-01-14,Coding,India,41969.0,4735.9369073041,293,2800,204,188,459.7929159997822,NordVPN,,20.0
VID_64949,2024-06-24,Coding,US,53354.0,1869.4767305123587,142,4013,77,12,619.0880225504374,,,
VID_67686,2025-03-13,Personal Finance,US,56001.0,3586.6031217670397,168,3055,483,31,567.6929403223191,,,15.0
VID_34076,2026-01-15,Tech Review,Australia,66815.0,1624.081390340753,470,3581,226,81,303.10914003742266,,2500.0,15.0
VID_76352,2024-01-15,Coding,US,77301.0,1501.23496847225,243,4112,58,199,674.7944190112078,TechNova,2500.0,
VID_54315,2025-10-08,Tech Review,US,51899.0,4819.7381950196705,447,1425,146,184,121.78392944749368,NordVPN,,15.0
VID_58232,2024-01-02,AI Tools,India,48103.0,2744.1136685824836,168,1288,135,94,605.738079657176,,5000.0,
VID_99919,2025-01-02,Tech Review,US,52619.0,1160.6690626381687,373,4985,299,10,656.3003971376307,,2500.0,15.0
VID_45464,2025-09-01,AI Tools,India,60749.0,4528.291423330549,459,2828,249,30,504.5693448663507,DataCamp,1500.0,
VID_33285,2024-05-17,Coding,US,24673.0,4992.826927158352,435,3507,307,179,694.1456226762557,,2500.0,15.0
VID_16707,2024-11-23,Tech Review,US,66306.0,3862.8274266228614,303,975,318,32,698.2450797076378,,1500.0,
VID_34922,2025-05-04,Data Analytics,US,46839.0,3071.380526745396,328,3736,395,49,345.31084240089666,NordVPN,,20.0
VID_83459,2025-04-13,Data Analytics,Canada,66079.0,2549.52034361122,479,1794,115,102,596.9023861076622,n8n,1500.0,15.0
VID_42548,2025-01-26,Coding,US,91252.0,1292.8286245589527,239,2549,62,165,659.8864101682101,,5000.0,20.0
VID_29031,2025-02-08,Coding,UK,47494.0,1194.8975533265677,396,2640,491,23,180.53610054205467,TechNova,2500.0,
VID_55638,2025-08-10,AI Tools,US,66613.0,3891.4038610785483,188,3163,267,140,96.92854213546102,OpenClaw,1500.0,15.0
VID_29068,2025-02-11,Data Analytics,US,42011.0,1600.7319218113043,331,4681,239,32,730.7933157033888,,5000.0,15.0
VID_66782,2025-03-12,AI Tools,US,53731.0,2192.513738812172,196,3195,420,170,330.34392955247955,n8n,5000.0,
VID_60330,2025-07-17,Personal Finance,US,56669.0,1863.1053663034268,172,3778,416,60,399.96940848539333,NordVPN,2500.0,15.0
VID_84720,2024-01-13,Coding,US,54316.0,1567.0598529292174,177,4359,305,159,706.1152809379815,,,
